Insect family,Insect genus,Insect species,Plant family,Plant genus/species,Plant biostatus,Institute,Catalog number,Region,Locality,Year
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Metrosideros,Indigenous,NZAC,NZAC02018861,Coromandel,"Mercury Islands, Stanley, Island",1972
Phlaeothripidae,Baenothrips,Baenothrips moundi,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02020726,Northland,"North Cape, de Surville Cliffs",1975
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018791,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018837,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018838,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018864,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018874,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018875,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018879,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018880,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018887,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Eucalyptus obliqua,Exotic,NZAC,NZAC02018896,Taupo,Maungaiti Cpt 6281 NZ Forest,1982
Phlaeothripidae,Haplothrips,Haplothrips niger,Myrtaceae,Syzygium smithii,Exotic,NZAC,NZAC02020291,Auckland,Mt Albert Research Centre,1977
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019510,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019516,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019518,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019535,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019536,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019542,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019546,Auckland,Mt Albert Research Centre,1984
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019555,Auckland,"West Tamaki, Sacred Heart",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019469,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019470,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019471,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019476,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019493,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019498,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019499,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019548,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019558,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019560,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019561,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019567,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019574,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019580,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019584,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019585,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019588,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019604,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019606,Auckland,"Titirangi, 58 Hilling St",1974
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018815,Auckland,"Auckland, Birkenhead",1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018853,Auckland,"Auckland, Birkenhead",1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018899,Auckland,"Auckland, Birkenhead",1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018920,Auckland,"Auckland, Birkenhead",1982
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019487,Auckland,"Auckland, Mt Albert",1975
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019489,Auckland,"Auckland, Mt Albert",1975
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019549,Auckland,"Auckland, Mt Albert",1975
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019556,Auckland,"Auckland, Mt Albert",1975
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019563,Auckland,"Auckland, Mt Albert",1975
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019564,Auckland,"Auckland, Mt Albert",1975
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019559,Auckland,Chamberlain Park,1960
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019461,Wanganui,Palmerston North,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019467,Wanganui,Palmerston North,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019490,Wanganui,Palmerston North,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019496,Wanganui,Palmerston North,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019485,Mid Canterbury,Christchurch,1976
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018800,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018833,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018839,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018840,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018869,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018871,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018872,Auckland,Birkenhead,1982
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02018884,Auckland,Birkenhead,1982
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019554,Auckland,Titirangi,1977
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019562,Auckland,Titirangi,1977
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019577,Auckland,Titirangi,1977
Phlaeothripidae,Baenothrips,Baenothrips moundi,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02020782,Marlborough Sounds,Okiwi Bay,1983
Phlaeothripidae,Baenothrips,Baenothrips moundi,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02020862,Marlborough Sounds,Okiwi Bay,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019502,Mid Canterbury,Fendalton,1977
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019497,Bay of Plenty,Whakatane,1970
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019500,Bay of Plenty,Whakatane,1970
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019494,Auckland,Auckland,1958
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019582,Auckland,Auckland,1974
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022374,Northland,Kerikeri,1983
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02022259,Central Otago,Luggate,1982
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019465,Auckland,Remuera,1953
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019590,Bay of Plenty,Rotorua,1970
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019568,Waikato,Ruakura,1972
Phlaeothripidae,Cartomothrips,Cartomothrips browni,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02027507,Mid Canterbury,Lincoln,2011
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019477,Northland,Awanui,1971
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019495,Northland,Awanui,1971
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019501,Mid Canterbury,Sumner,1978
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02022364,Nelson,Nelson,1983
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02022376,Nelson,Nelson,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019570,Auckland,Howick,1967
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019466,Nelson,Nelson,1979
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019475,Nelson,Nelson,1979
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019478,Nelson,Nelson,1979
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019480,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019483,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019492,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019550,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019553,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019576,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019589,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019593,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019601,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019612,Northland,Ruawai,1983
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019503,Auckland,Leigh,1977
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02019557,Auckland,Leigh,1977
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019566,Auckland,Epsom,1956
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019569,Auckland,Epsom,1956
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019474,Taupo,Taupo,1980
Phlaeothripidae,Teuchothrips,Teuchothrips disjunctus,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02019479,Taupo,Taupo,1980
Pseudococcidae,Pseudococcus,Pseudococcus longispinus,Myrtaceae,Melaleuca,Exotic,NZAC,NZAC02001509,Auckland,"Auckland, Glendene",2012
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023333,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023348,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023352,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023410,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023411,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023413,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023425,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023426,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023428,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023430,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023441,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Thrips,Thrips tabaci,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023448,Auckland,"Noises Islands, Otata Island",1979
Thripidae,Scirtothrips,Scirtothrips inermis,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02026739,Auckland,Mt Albert Research Centre,2009
Thripidae,Pezothrips,Pezothrips kellyanus,Myrtaceae,Syzygium smithii,Exotic,NZAC,NZAC02022595,Auckland,Mt Albert Research Centre,1977
Thripidae,Pezothrips,Pezothrips kellyanus,Myrtaceae,Syzygium smithii,Exotic,NZAC,NZAC02022624,Auckland,Mt Albert Research Centre,1977
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022856,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022857,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022861,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022862,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022864,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022866,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022869,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022872,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022887,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022889,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022890,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Thrips,Thrips australis,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02022891,Bay of Plenty,"Rotorua, Goodwin Ave",1979
Thripidae,Anaphothrips,Anaphothrips obscurus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02026390,Northland,Te Paki Station,1975
Thripidae,Anaphothrips,Anaphothrips obscurus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02026436,Northland,Te Paki Station,1975
Thripidae,Anaphothrips,Anaphothrips obscurus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02026441,Northland,Te Paki Station,1975
Thripidae,Hercinothrips,Hercinothrips bicinctus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02026619,Northland,Te Paki Station,1975
Thripidae,Hercinothrips,Hercinothrips bicinctus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02026620,Northland,Te Paki Station,1975
Thripidae,Thrips,Thrips australis,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02023052,Auckland,Cornwallis,1978
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Nanodeaceae,Mida salicifolia,Endemic,NZAC,NZAC02000791,Auckland,"Waitakere Ra, Sharps Bush",1999
Merothripidae,Merothrips,Merothrips brunneus,Nothofagaceae,Fuscospora truncata,Endemic,NZAC,NZAC02025407,Bay of Plenty,Mamaku,1980
Phlaeothripidae,Plectrothrips,Plectrothrips orientalis,Nothofagaceae,Lophozonia menziesii,Endemic,NZAC,NZAC02018973,Nelson,"Canaan, Harwoods Hole Track",1983
Phlaeothripidae,Baenothrips,Baenothrips moundi,Nothofagaceae,Lophozonia menziesii,Endemic,NZAC,NZAC02020882,Taupo,"Turangi, 20 mls S",1979
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02022373,Taranaki,"Ohura, 10 km N",1983
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Nothofagaceae,Nothofagus,Indigenous,NZAC,NZAC02018885,Buller,Lake Rotoiti,1983
Phlaeothripidae,Hoplothrips,Hoplothrips orientalis,Nothofagaceae,Nothofagus,Indigenous,NZAC,NZAC02018919,Buller,Lake Rotoiti,1982
Thripidae,Thrips,Thrips tabaci,Nothofagaceae,Fuscospora solandri,Endemic,NZAC,NZAC02023387,Southland,"Invercargill, Thompsons Bush",1977
Thripidae,Aptinothrips,Aptinothrips rufus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02027229,Nelson,"Dun Mountain, Third House",1979
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02026156,Nelson,"Dun Mountain, Third House",1979
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02026185,Nelson,"Dun Mountain, Third House",1979
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02026202,Nelson,"Dun Mountain, Third House",1979
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02026207,Nelson,"Dun Mountain, Third House",1979
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Fuscospora fusca,Endemic,NZAC,NZAC02026232,Nelson,"Dun Mountain, Third House",1979
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Lophozonia menziesii,Endemic,NZAC,NZAC02025949,Nelson,Aniseed Valley,1976
Thripidae,Chirothrips,Chirothrips manicatus,Nothofagaceae,Lophozonia menziesii,Endemic,NZAC,NZAC02026183,Nelson,Canaan Saddle,1979
Aphididae,Myzus,Myzus persicae,Nyctaginaceae,Bougainvillea,Exotic,BMNH,,Auckland,Whenuapai,1982
Aphididae,Myzus,Myzus persicae,Nyctaginaceae,Bougainvillea,Exotic,PANZ,,Auckland,Whenuapai,1982
Aphididae,Myzus,Myzus persicae,Nyctaginaceae,Bougainvillea,Exotic,PANZ,,Auckland,Whenuapai,1983
Aphididae,Rhopalosiphum,Rhopalosiphum nymphaeae,Nymphaceae,Nymphaceae,,CNC,,Mid Canterbury,"Mairehau, Oderings Nusery",2007
Coccidae,Parthenolecanium,Parthenolecanium persicae,Oleaceae,Fraxinus ornus,Exotic,NZAC,NZAC02004153,Bay of Plenty,"Rotorua, Kuirau Park",2005
Coccidae,Parthenolecanium,Parthenolecanium persicae,Oleaceae,Fraxinus ornus,Exotic,NZAC,NZAC02004156,Bay of Plenty,"Rotorua, Kuirau Park",2005
Coccidae,Saissetia,Saissetia oleae,Oleaceae,Olea europaea,Exotic,NZAC,NZAC02014060,Marlborough,"Blenheim, Renwick",1999
Coccidae,Saissetia,Saissetia oleae,Oleaceae,Nestegis lanceolata,Endemic,NZAC,NZAC02013947,Nelson,Wairoa R,1969
Coccidae,Saissetia,Saissetia oleae,Oleaceae,Olea europaea,Exotic,NZAC,NZAC02014038,Nelson,Waimea,1999
Diaspididae,Lindingaspis,Lindingaspis rossi,Oleaceae,Ligustrum lucidum,Exotic,NZAC,NZAC02000894,Waikato,"Waikato, Waerenga, Reed Road",2003
Diaspididae,Aspidiotus,Aspidiotus nerii,Oleaceae,Nestegis,Indigenous,NZAC,NZAC02001288,Rangitikei,"Pohangina V, Totara Reserve",1955
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Oleaceae,Nestegis montana,Endemic,NZAC,NZAC02001148,Northland,Ngaiotonga Saddle,1960
Diaspididae,Lindingaspis,Lindingaspis rossi,Oleaceae,Olea europaea,Exotic,NZAC,NZAC02001408,Marlborough,"Blenheim, Renwick",1999
Diaspididae,Lindingaspis,Lindingaspis rossi,Oleaceae,Ligustrum lucidum,Exotic,NZAC,NZAC02008211,Waikato,Te Kauwhata,2009
Diaspididae,Aspidiotus,Aspidiotus nerii,Oleaceae,Osmanthus fortunei,Exotic,NZAC,NZAC02000496,Nelson,88 Valley,1968
